Text,Label
das ìsch aifecht schlìm gsii das chan ìch mir hüt voorschtelle,LU
hettem asiil ggèè,ZH
das isch also e chlaini zirggl form,BS
und de het sich vor minen auge non e,LU
jaa voorträäg ghalte vil voorträäg au,ZH
cha hät e kène gwǜsst wo ǜber e generaal gisò̃ò̃ öppis,LU
jez wäiss mer das das ja ales es tüüschigsmanööwer gsii isch mi händ das als baari münze ghaa,ZH
negatiifs ggait hät das het gaar nìd gää,LU
oder nìd richtig oder aso mer cha nìd säge si hend öppis,LU
mìr hend radioo glost s ìsch es wunderschööns konzärt gsii im kunschthuus en übertraagig mit em tosgganiini,LU
wo uf de traagbäri isch gsii isch zue sich choo u het müesse erbräche,BE
dò bin ìch nò ainisch uuf ùnd go dä bäärner marsch lòse de ganz ganz liislig,LU
jaa und na bin ich won er i d schuel isch uf luzäärn het er gsait zu mir du chasch òü mitchoo,LU
ghööre vo oiseren äigne regierig,ZH
isch mir würklich wèrtvol gsii,ZH
den deet hend mìr hend au als chìnd hend deete seer vìl,LU
die beräitet sich voor,ZH
biss de letscht dinnen isch das cha zwölfi znacht wäärde isch dä kiosk offe,LU
ins khamera under den linden gange,BS
ja mi het s eso ghöört,BE
wämmer daa äine gseet mit de ofiziersuniform uf em gfächtsfäld umenandlaufe,ZH
ich bi au frisch i de pruef inegwachse,ZH
bèèrnhass ggèè das isch,ZH
aber bim mòòrgegrääue hèt me die us em hanngar gnoo wo mììr jeeden oobe,BS
hei mer gwise mier hei kei raadio ghaa,BE
und da han i gseit ja wo wo wosch de hii,BE
chönt im dienschtbüechli luege genou,BE
die bindig hät dänn häreghebt aso bis hüt und,ZH
hät mich e schuelkoleegin emaal mitgnoo zu de roote falke,ZH
u immer im eigete hus gwont aber mee hani nie ghaa aus di andere wo,BE
mer sind sind nie vol ggsìì chunt drufaab,LU
uf de fremdepolizei z tue gha,BS
jaa es isch,BE
guet ggange aber soo lang do der edi no elai gsi isch,LU
u söili heimer o ghaa aber die het me nume chö̀nne haa,BE
in d flegljoor kho sin,BS
uurlouber wette,BE
zu was ustritt also ebe versueche jä,BS
dermit isch s ärledigt gsii eigentlech,BE
aso s sind tüpischi muetproobe gsii hä,ZH
häi mir d mööglichkäit ghaa sälber,BS
und äbe,BE
da het är isch er dienschtfreie woorde,BE
aso ez mömmer verhindere das die usglaadene thank chönen in d schtat ine,BS
ich aigelich nie öffetlig in erschinig trätte s hed e sogenannti schportgruppe gha,BS
dä het me guet möge isch e ganz e feine purscht gsii,BE
u när bin i eifach näb dä jonas und das isch,BE
die inerhalb vo zwölf schtunde mobiil isch nöd jede hät siis,ZH
d de flùgplaz,BE
ich han e gwǜssi fääikhait ghaa èben äu,BS
aktiifdienscht jee si öppe gsìì,BE
und do sìì mììr,BS
d mobiilmachig,LU
au e filialbetreebli in baasel und in züri und bärn het s glaub so ainä gää hm,BS
äsoo tüe die eifach eze dr schport,BE
öppe eine gseit,BE
säb isch also e kritischi ziit gsii wo mer s gfüül ghaa hät aso,ZH
fǜǜr das dòitsche denkhen z mobilisiere,BS
in dr nazionale front glande sind oder so,BS
het chöne sììni si bekantekräiss,BS
im viirzgi,BE
är isch denn als generalkhonsul,BS
e sicherhäitsbeamte vo der lufthansa cho das isch aber en,LU
und ììch mues nimmen uif em schtroo ligge er het doo òü es bet zuetailt uberchoo,LU
entweder bin i a der uni gsii as mues i no säge oder dänn bin ich im militäärdienscht gsii,ZH
sövǜu gäud hät me ja nìd ghaa vo deheim auso de vatter het das gmacht,BE
na sait er daas raizt mìch ezt dää kurs,LU
hingege han ich miteme koleeg,ZH
mer ned gwüsst het oder aso net,LU
bevölggerig das z zaige aber für uns ìsch das aifach e sälbverschtèntlichkhait gsì,BS
es chunt mer seer seer vil immer nò z sin,LU
und das isch aigelig der aafang vo der,BS
miz im pruef inne gschtange di hei gwüsst si chöi nächer wider,BE
wo mitene ufgwachse sìì,BS
für d maalziite oder,BE
i d induschtrii chriegsmatriaal mache haig er miesse,LU
und den häimer no anderi ghaa die häi ame vor em mir häi e huusblaz,BS
landeüebige,ZH
en e aaschrift überchoo,ZH
das muess,BE
amiggs goge d chüe goge hüete bi öis im,ZH
jè da wüsst jez vilich min maa eer eppis,LU
weniger süessigkäite ggää het oder esoo,ZH
vor em reschtorò̃ò̃ ghaa und döört häi si ame,BS
ìsch s jò ganz wiiss dem he mìr biecht ggsait,LU
me hed ainersits emol s schielertuech gha,BS
dur si häuptmaa won er ghaa het dasch der häuptmaa schwiiter gsìì wo ììn wo zu öis scho,BS
und miin halbbrüeder isch dänn au,ZH
mi hei daa es zäut ghaa,BE
das isch natürlig ding isch gege ne frontismus,BS
das wird nümme lang duure wird das do zuegmacht wenn s schneit,BE
si händ käs züritütsch me chöne,ZH
den ich mit schtolz trääge tuene,ZH
z nacht häm mìr nùùr höörmäldige chöne mache mìr händ si jo ä nìt gsee,BS
aber i ha si säuber ou gsee,LU
ìsch zwòòr e bäijer ggsii,LU
und de het sich aues verabschidet u när si mer vereidiget woorde,BE
und dänn han ich han ich die lieder ghöört wo me daa gsunge händ,ZH
ìch wais nìd hend die dehaimen au ghaa,LU
z tue gha ha mitne,BS
si händ sichelich angscht ghaa aber sie händ sich solidaarisch erchläärt,ZH
jurischtische jo vo der jurischtische täätikhait här i ha zwar nie uf d schtaazawaltschaft han i glaub nie,BS
hinderem herrmann und em rolf oder mi schwöschter isch vilicht a drbi gsi,BS
me het also en gegner chöne wunderbaar uusmanövriere,ZH
nei daas nid chäpli aber aber tunkuhaarig,BE
bim am rand vo walisele gäge dübedorff,ZH
gnueg ùnd anke hesch au kene ghaa aber s mìlch ìsch nò,LU
soo die,BE
mir händ immer echli uf de schtokzää müese lache,ZH
fürnes feschtungswachggoor,BE
we säit me peniziliin gèè das isch doo gläub grad im,ZH
är isch eifach integriirt gsii,BE
u näär heig me se tütschi döörfer düregjagt und lüt,BE
das me eifach nächer,BE
was me wot ufgää dò hèts e huufe disgusioone gää ùnd,BS
u der meischter isch uf ds weloo u der aahänger gnoo und isch,BE
mi het feschtige pout und se beschosse und so sache niid aber gliichziitig isch d idee gsii ä chrieg gits nüm,BE
im kantoon züri hät,ZH
und bìì aber e zitlang seer seer schweer chrank gsìì,BS
drüühundert määter ä prögelerchäppu,BE
zrùggchoo ìch wais nìd wie die das gschaffet het,LU
ich bi ufghobe gsii,ZH
mit däm het mer gheizt und,BE
das mi an dä müese de chopf anehänge,ZH
das isch doch härrlich de mues ich scho firnes maitli weniger chummer haa ich bi do füfze järig gsi,LU
jä warte si ez mol das khan ich ez gar nüme saage wie,BS
nu ich cha da nur äis land läne,ZH
öppe nünzenünedriisg also,ZH
am wirtstisch nìd,BS
füfzääte februaar also isch am änd gsii vo der eerschte,ZH
sobald mir mir chemed es uifgebot uber dasmer de di die wo im ussland sind hai miend,LU
das isch nöd das isch unzueräichend was mi da händ,ZH
und de isch me a d gränze choo,BE
do ìsch e lütnand dert gsìì vìlìcht mìt mìt sim mìt em schaz vìlìcht,BE
an leermittel so und so vill khönne antikuarisch vo fründ,BS
si flügid de ned dò mit de nöchschte maschine,LU
gits jòò äu hütte nò seer weenig baasler büürger,BS
zu der ganze flüchtlingsdiskussioon uffalt,BE
chöi dìr nech daas voorschteuue am zäni din u,BE
so isch die tendenz gsii,ZH
wil die jo häi dört mǜse uf irgend en aart,BS
deet het jedi pude het gschaffet fǜrse fasch,BE
das wäis ich nicht aber ich wäis nur dass si käimdienschtvebindigä gchaa händ,LU
käi käi zwüschefäll ggää und,ZH
es buech es bilderbuech kwaasi vo öisem volk und,ZH
erschtens hèt me aso bis aane pfingschte viirzig hèt me nüüt ghaa,BS
da han i so umegligt am,BE
sini,ZH
als gedenken a d mobilisazioon sondern macht e gedänkfiir,ZH
einzig d messerschmit,BE
de het me kei gfaar me gsee,BE
di si ggange,BE
und ooni verpflegig nume was si ungerwägs irgenwi oo chönne ergattere,BE
ussländer aaschteui wo si weniger loon müesse gää hä,BE
i dr schuelgglass häm mìr ai,BS
und seer intensiiv aso,ZH
koleeg verzeut het pariis oder soo,BE
het eso chlii en haiseri schtìm,LU
und het mech als buschäli,LU
jò di hättid eifach d kontrollen übernò,LU
au anders wì me mit dene belgier umggangen ìsch ùnd mìr hend jò vǜl flǜchtlingschìnd dòò ghaa,LU
die situazioon erläbt wo s uf de chrieg zueggangen isch,ZH
aber ich mues säge mi maa wen er het wider miesse iiruke er het nie nie nie isch er,LU
wo russischi chriegsgfangene a de gränze schtönd wo nach em chrieg,BS
wie ich mach es ez und dää isch alig am morged am zwai go de taigg mache,LU
hm,LU
jäjä denn het s also jäjä,BS
woorde ja,ZH
und ha nächer eigenlech echlei gseit,BE
gschlage woorde er het der fuess proche,BE
ärläbt vo säge mer ez emal so d rine vo füfedriissg aa ungefäär,BE
mir si es jaar oder zwöi,BE
händ s dänn d rekschtange ich wäis nöd uf ich das chönd voorschtele,ZH
im aktiivdienscht bin i öppe angerhaubs joor gsii,BE
draa gsi sìnd wi si mit nüüt cho sìnd di flǜchtling,LU
seer bald,BS
und do ich no natürlig,BS
das häimer vorhär gwüsst was dää cha siis franzöösisch,BS
und di dütsche si zruggwise woorde,BE
das das isch jaa,ZH
und dänn händ s angscht ghaa,ZH
da isch ganz uusgchlammeret woorde,BE
aigentli glaub i nie öpper illegals gha,BS
isch s grücht umeggange si suechi lüt,BE
gsii isch,BS
ùnd e z basu het mer jò ghaa,LU
si häi ame ich ha daas erfaare das si mim maa gsäit häi dä dèèt lieber schaffe,BS
u nä han i einisch,BE
irgendwie khöme jo so sachen immer us ned,BS
wäär s dä chrieg gsii und wo miir dänn erkänt händ,ZH
woo woo d d eggspo gsii isch,LU
got säi dank,BS
und si hät ä ziitige gläse,ZH
sozialisische juged und i der ässpee,ZH
lò maale das ìsch natüürlech s beschte broot gsii oder,LU
i das blindehäim go schaffe,ZH
brozäss sind äu söttigi nùùr zu gfängnis veruurtailt woorde,BS
zunere diamantfiir im schathuus mitzmache,ZH
und en undefiniirbaare härdöpfelbrei,ZH
dasch e gganz ganz e schlimmi sach gsìì,BS
unter miiner füerig wird käin juud,ZH
jaa di sozialistische sontagschuulé das isch esoo i de ja da bin i scho z alt gsii genau,ZH
dr unterschiid dr wèèrtunterschiid zwüsche franggriich und dr schwiz daamals,BS
won äär hèt chönne woone wärend dère zit und mìr händ seer oft hämmer natüürch die psuecht,BS
het de fritschivatter het de schtroorangschen usegrürt s het jò keni ggää,LU
joo das het mi eigenlich interessiirt,BE
mi schwooger der,BS
het d mueter gseit aso,BE
er isch immer seer güetig gsii mit öis,ZH
oisi,ZH
ja und schpööter han ich dänn das müse kombinieren oder mer hät mer s vilicht au gsäit,ZH
s eerschte prinziip wäär das gsii das me mit dene lüüte sicher emaal gredt het und an tisch häreghokt wäär,ZH
das wais ìch nüm genau ìch wais das nüm genau,LU
sicher,BS
ja me hät das natülich au erfaare durch d prässe,ZH
so wi s gangen isch was i dere zit,LU
das chaani jez sääge oder daas chaani nìd sääge oder daas wili sääge oder das wili sääge oder s ìsch besser i sägs nìd,BS
auso chasch o gad mìt,BE
und da si mer näär prüeft woorde uufsaz rächne,BE
a miir,ZH
e teil vo der armee,BE
s er aso das isch aber nid seer hüüfig voorchoo das isch esoo vilicht,ZH
mer hets ou gwǜsst das inechöme u de die het mer ja mer het ja die,BE
und das hät äim scho innerlich dänn wüklich seer naachdänklich gschtimt und,ZH
aber der der me sich no chli zämegnoo,BE
und het under anderem het er äbe verzelt er sig schtudänt gsi,LU
die häi die häi äifacht si seer güetig gsìì,BS
e junge bursch het in gälterchinde käi äggsischtänz ghaa äntwäder ìsch er basimänter woorde,BS
es git eigenlech ke so groossi aarmuet we der,BE
het er esoo uifzelt zwölf drize jaar schuel ghaa,LU
heh muusig mache mììr mi brüeder und ììch,BS
mir hend jaa da hem mir doch vo dem niit gmärkt ich bi us alle wolke ghiit,LU
körperlichi arbet und dänn hät s birchermüesliznacht ggää,ZH
mitere flache schufle flach schufle,BE
nach e parne monet,BE
soumkolone,BE
aso gringer gaats is niid und tiemmer sälber aafönd mit niit,LU
und de het er gseit ja es wunderen nüd,BE
drite kompanii äins batelioon äins hundertdrüü,ZH
da isch die bürgerschtokaffäre gsi de tagblatt hät doch döt kämpft defür,LU
und daas het mim maa supper gfalle,LU
öiroopa gìt,BE
im eerschte wältchrieg het mer üs het mer nur vo dèm,LU
ja mir het es sind dusse maischtens rekruute gsi,LU
mit der baan nach gfaare und deert hei mer e schtung müesse waarte,BE
döt oben isch e vizegaulaiter,LU
vom tütsche nach itaalie,BE
aber säggsedrissg isch de grossi wandlig kho jo,BS
und hinge no i waud ine,BE
u was jez die d schwiizer schlächt gmacht hei,BE
und i weis nume no i ha jedefaus am oobe,BE
dä het s immerhin fertigpraacht,BE
kampftüechli ghaa mi sind am eerschte mäi zvorderscht mitgloffe,ZH
miterläbt het so het men äu gsee wie schweer das das ìsch,BS
as mer mììch durelöig ùnd so das ìsch natüürlech,LU
han ii i ha im schpital en undersuech gcha,LU
und waisch wie du und uber uber alles uis und immer het er preziisi troffe,LU
d richtig zeigt u nä si si gmarschiirt,BE
das si so chli die erinnerige gsìì he a a d schùuziit u was ìsch gsìì äbe die,BE
und öisi uufgaab erchläärt hetted was öisi was mir ez daa sind und warum das mir müend daa sii,ZH
wärdi ds doorf bombardiirt fertig,BE
korekt gfunde,BE
oder vierevirzg vierevi,BS
beschtens geoordnet gsii nid,BE
naazigedanggeguet vertraut gmacht und zwar imene,BS
wo so wärtvoll wäri wo belait send,LU
ìsch es halt wider dur s wachstum ìsch das halt wider,LU
miir ìsch,BS
het me gheisse ja die hei ou ne seich gmacht mìt üüs,BE
ìsch er hai ùnd de hend si mììch in es absonderigshuus tòò ùnd hend mììch deet lò ligge,LU
und dän sind nomaal zwäi chind uf d wält choo,ZH
me hät das eener belächlet,ZH
nei das isch im wäärde im im raadio hä,BE
näbed mir isch en korporaal gsii,ZH
je weiss nid,BE
und zwaar isch das gsii me hät esoon e plakete aaghaa,ZH
nach ramse versezt woorde,BE
die hend nüt gwüsst dänn,BS
aso mììr hend angscht ghaa mììr hend aso wo de chrieg uusprochen ìsch hem mìr angscht ǜberchoo ùnd zwòòr,LU
nie hei,BE
negatiiv beuurteilt woorde,BE
me hän au zum tail müesen als,BS
der vonschtaiger näff vom vonschtaiger isch denn im trozkrischteprozäss verurtailt worde,BS
aber es isch soo gsii das me dänn daa,ZH
me händ au aa veraaschtaltige vo de soziaaldemokraatische partei simmer zeersch,ZH
ghaa und mi händ seer vil schport gmacht un,ZH
aber wie gseit dasch de schneidig wider verbii,BE
si tochter wo im i d in berlin ghörote gsi isch miteme,BS
bi mengs jaar,BE
nünzähundert ez mues i denn amol afo achtig gä he,BS
git s doch niid und ha gsäit iir verschtönd ja würklich d wältpolitiik niid,ZH
won er gseit het er wöu se hüraate,BE
u nächer het sìch do daas naach u naach het sìch do daas,BE
natüürlech de duurmieti fescht,BE
i han e guseng ghaa in zǜri,BE
der hanspheter,BS
und dän hät èèr phersöönlich läider han ich dè brief nööd,ZH
es het schtrüücher ghaa dert am trotwaar noo,BE
drùm nach dr unterofiziirsschuel bin iich beraits,BS
mit dère weeranlaijé hèt men e chlii öppis gmacht aber das gält hèt jò nìt,BS
vo de vo de käntnis vom gländ und,ZH
wo mìr womer,LU
aber dä hät dä immer is doorf abe müesse gaa,BE
dass das au der tod isch wenn me,BS
wo nohär d hitlerjugend,BS
wo hüt e nid emol mee e e es tierli drinine dèèti miteme vergitterete fänschter wo mir,BS
er het er het aarbeit ghaa er isch vom,BE
de isch ne wider schtägen abgschlept do,BE
mir häi nie müese mangel liide,BS
und zwaar emaal eerschtens hät er e bürgschaft gläischtet,ZH
uf dene juurahööchen obe hettemer nüüt z trinke ghaa,ZH
seer aber me het gaar nüüt me chönen aafòò mit dèm,BS
ängpäss ghaa hend aber es isch s isch ja immer ggange,LU
ofizier soldaate ales zwüsched dene,ZH
do hez älpler ggää,LU
für die wos nìt khenne,BS
vo de schtat züri sind dänn abegfaare und händ d fraue und chinde praacht am suntig me hät ja nöd tööfe häi,ZH
daas fasch auui uf de schwaarze liischte si gsìì,BE
vo de soziaaldemokraatische partei wülflinge,ZH
di alten akte han i alli vernichtet,LU
isch mr isch mr deet gsii,ZH
und ich ha de gäischt ich schäme mich ned dewäge han ich au uufgnò,LU
achtevierzgi ben i han i d eres gmacht,LU
de heimer sofort de saau lò mache,BE
es ìsch jò braggtisch niemer,BS
isch e verrukt nätte maa,BE
ich säg jez das nu wäge schpö̀ö̀ter,ZH
jò nu,LU
immer wider gnennt worde wills döt vewanti het,LU
da si nume zwo,BE
und üsi grupe,BE
er isch ja dänn eso nüneviirzgi füfzgi gsii,ZH
ùnd wie gsait säli ziit,BS
das isch e ganz e härvooraagende änglischleerer gsii,BE
ìsch verbii gsìì eifach mer hei gseit müesse nǜm i dienscht,BE
zur eröffnig vo de landesuusschtelig won er e oberpatriootischi aaschpraach ghaa hät,ZH
wo da di basler si mit de,BE
und uf chöniz zoge simmer waarschinlich esoo wi mir mini eutere denn gseit hei,BE
bi miner verhaftig,BS
bin ich abholt gsi in jedere form he,BS
das het natürli au e gewisse uusgliich ggä,LU
zu hemmer de härdöpfu uustòò de hemmers wider müsse,LU
do ìsch aingglìch niie so öppis uftäucht,BS
nai aber ìch schtel mer voor s rächne,LU
het mer hets einglìch u nächher aso,BE
der jorgang nünzehundertzwölf isch e seer e guete jorgang gsi,BS
faschischtisch do oder jo isch mer sümpatisch oder die schwizerischi art,BS
han aso imer äigentlich müe bekundet,ZH
döt sin d broschüüre das isch s ainzig wo si fasch gfunde hän,BS
es wärdi üüs de doch i alne de besser goo ùnd soo ùnd,LU
das isch au ez ebe daas,ZH
aber i ha död s andere voorzoge,BE
und den,BS
ganz entschide win iich äu für di aliirten iigschtande,ZH
das wär aine gsi wo in russland zwaiezwanzg vierezwanzg in der,BS
öb mììr di nöötige mäldigen ǜberhäupt machen ebe me hèt,BS
daas muemer eifach ou gsee oder z fulesee si mir,BE
aber si sìnd aifech i de klass gsèsse,LU
dass miir emaal mit öiserer groossmueter,ZH
das het mer eifach plözlech gmeerkt weme i dienscht ìsch nächheer di angere hei nìd müse gaa,BE
ja bi schüpfe bi,BE
aso für öis isches ä schwääri ziit ggsii dä vatter hät,LU
goge,ZH
wi die jüngere lüt döt,LU
sach woo wome wome set öppis sich ussere dezue,BS
doo,ZH
u nä het dä no müesse erbräche doo,BE
dänn hät er e gladni pischtole i de hand ghaa und hät nöd entglade,ZH
zwee mìt zwöine ligebet,BE
e schtifteloon oder e angere loon sägemer schtifteloon het er müesse,BE
dä het e beiverlezig ghaa han em gseit er söu dä ou do loo,BE
gfiert worde die isch mir vierzig khinder schpiilend fertig worde,BS
und de drit het s dänn müesse ablade,BE
jòò nòch em ässe ùnd am òòbig,LU
mir händ gfunde das isch der erlööser vo öisere familie,ZH
und das isch für öis waansinig gsii,ZH
au jòò,LU
i däne khategoriie het sich s bewegt,BS
u nächer isch me,BE
oder zum bischpöu wo mer gwüsst hetted,LU
e schtell bikho anere,BS
jaja da si vil nächher cho,BE
wi d wi d grosmueter miir händ e kä groseltere mee gha,ZH
wobii das äu en eggstrapolazioon gsìì ìsch nìt,BS
mir häi,BS
ggsait du chasch doo hinderem hinder de schüür ìsch e ìsch e biirboum,LU
das isch gloub nümme i irem besiz aber,BE
die verzelen öppis die häi das gwüsst,BS
d lüüt hend mǜsse d manne hend mǜssen in dienscht,LU
dasch auso ii weis nììd,BE
aber es wäär esoo plaant gsii,ZH
das isch also usseroordentlech es schtaarchs ereigniss gsii,BE
ane nünzehùnderdriissg,LU
si der kriig kann jeeden taag fertig sein hä,BE
en tütschen iimarsch kho wär hätte mir,BS
ha tänkt das erläb ich gaar nit,LU
aso am sùntig we mer isch go schpaziere hets es sirüpli ggää,LU
das ìsch o nò intressant ìch bì,LU
de groossi vertraag vo de soziaal paartner im sibenedriissgi underschribe ich han dèè vertraag hüt naa in kopii bi miir,ZH
ìch gläub si häi genäu gwüsst dass si nüüt chönen eräiche,BS
a no so waage verdacht,BS
vom eerschte wältchrieg,LU
toobet das göng nid hä,BE
und das hetti viirtuusig franke koscht das han ich dän gsee uf dem,ZH
in das aber woorschinlich hätt er,LU
aber was me soo ghöört het öppe,BE
mer heis keini ghaa hie,BE
was häisst das für ruue und ordnung sorge mi sind de äifach deet gsi,ZH
das mäitli hät,ZH
daa i dene chräis gläbt ha i öisem regimänt i öisem batelioon i öisere kompanii,ZH
dää isch jo anti e gewissi widerschtand gege nazionalsozialismus gha,BS
ab und zue säge mer jedi wuche mendeschtens äinisch,LU
ùnd den bin ich rötuur choo ùnd ha mi für d sò̃ò̃do verpflichdet nìd,BS
schpiut en angscht oder öppis mit,LU
und de häi sìì öisi woonig dö̀rffe benuzen und häi vo baasel iri,BS
jawol das hät sich äifach am seminaar ergää i de,ZH
ìch bi i huishaltschtelle gsii,LU
si hei gseit si döörf s si döörf s nume abgää wenn i korporaal sig und das bin i nid gsi,BE
und im e halbe jor wärde mir,BS
mir schpöter emol es schtudium z leischte,BS
vo de underofizier underofizier gsait gang doch hai go schlaaffe mir sind nooch bim schuelhuis gwoont,LU
aber anschtat me hets eifach,BE
läidwese folgendes säge,ZH
es gääb chrieg ùnd,LU
in däm pricht won i über marggsistischi schtudänte gruppe als jüngling,BS
welle mììr häi das nìd d mööglichkäit ghaa die hütte z chäuffe dasch aber schpööter gsìì,BS
de isch me am moorgen am am drüü uufgschtange het s gmües zwäg gmacht,BE
dä isch psungers schträng gsii,BE
und isch paraat gsii und,ZH
uf wien won i ha möse gò,LU
jäjò me um dorfplaz ufm dorfplaz isch er erschosse worde,LU
i de eerschte oder zwöite klass gsii,LU
wie gseit nächäär i weiss eigentlech do nüm mee,BE
me händ ja s signaal isch son e tüütschi ziitschrift gsii wo me da gsee hät wi di wie,ZH
aso das häisst im schriibe bin i no besser gsii,ZH
was voorhanden isch wi si bewaffnet sii,BE
isch seer ja,ZH
truppe gsuecht für d bewachig vom materiaau,BE
s eersch erläbnis isch gsii won ich,ZH
händ die gschafft früener i de groosse,ZH
ja mir hei e raadio ghaa,BE
nei in tuun,BE
jaa mi het,BE
vom land inechoo da aus aus nöiling i die schueu,BE
ich wais nid eppis defüür oder degäge,LU
und dur dur die,BS
s hundertachti,LU
und dänn hät miin vatter ine das,ZH
mee müsse proteschtiere,ZH
di einzige konsekwänten ableener si gsii,BE
ich wäärend em chrieg händs,BS
es isch jo zur disggusioon gschtande nìt,BS
dasmer wèltschi inschtruggzioonsofizir gha händ,BS
aber es gaat ja nöd grad use,ZH
wi chömed mir dänn zu de poschtsekli wi hämir no vebindige mit öisere frau wi hämir no vebindige mit de familie,ZH
und de hät d mueter gsäit dò isch s gäut chasch weder go luäge mönd weder öppis wüsse ich bi i baanhof ine cho,LU
chön er nüme lenger waarte,LU
das si blaz ghaa häi die soldaate,BS
denn han i no imene schnällding radio und färnseeä gmacht,LU
die aint isch scho het zwai chliini chind ghaa und di ander het e kaini chind die in ameerika,LU
immer eine dienscht ghaa uf de schtrooss,BE
aber waas was die mitgmacht hend und ne simmer,LU
ebe und mini mueter hät also dän halt au i dère,ZH
weni liggen ìsch mer am wöölschte,LU
en üsserschti beschäidehäit,ZH
es sind au der pawell isch gange,BS
sind plözlìch ganz anderi mittel iigsezt woorde vo de düütsche,BS
uund wo ganz algemäin wäme gsäit hät ja also,ZH
mir hend do tänkt und dää vatter het iis alig verzelt die hends scho schwäär gha,LU
u ne han i gseit ja vo miir uus chan i daas o nid beuurteile,BE
wenn der bundesraat nooggä hät,BE
di si veschwunde gsii,BE
hät min vatter nöd äifach nöd wele voorwerts mache,ZH
gloubeni teilwiis,BE
wenn si ne daa,BE
nie behandlet woorde nume das me us tütschland,BE
si wäärde äuwe da zimli vil sii wo,BE
me me hèt sich wirgglìch,BS
ganz usgezäichneti seer gueti,LU
döt bin ich beraits in dr ich han e schpeziaalunterofiziirsschuel gmacht,BS
me het sen emoo vo wiitem gsee öppe,BE
soldaate me hät sich,ZH
ghungeret hämmer natüürli nie,ZH
taschelampe iigschaute,BE
i der ziit,BE
würklich öppis,ZH
de het dää mìt dem lütnant u de ìsch de gisò̃ò̃ gsìì de generaau,BE
mir sind um di drissg lüüt gsii vomene füüffamiliehuus,LU
und das häise den gmacht und das het den no in löiffelfinge das de gips,BS
ischt en,ZH
nätti sseer nätti ich ha die fasch nie gsee,LU
dò het mer mǜsse ganz voorsìchtig sii was mer verzelt het,LU
gschtöpslet esoo en aalte aalte,LU
mir isch öises huus gschtande schtaat hüt no deete,ZH
bringe si s fèèrtig nìt si mönd ä nìt lang,BS
jòò jawol,LU
wo säged es ge es heib e ke kaazèt gää,LU
ìch ha de wellen ewägg vom,LU
i weis no es isch glouben i am samschtig am aabig gsii wenn s gfrüe ghaa,BE
me het de gliich immer wider glost het weue wüsse was verzeut ez dä,BE
isch nattüürlich d bewaffnig der uusbildigsschtand,ZH
prozäntigi gsii sind das wär mer gliich gsi,BS
das isch ganz klaar die die voorschlääg wo d doo gmacht hät si münd sich,ZH
oond ich bi denn uf däm büro pliibe,BS
us der angscht vo de bedrooig use natüülich,ZH
esoo schwaarzi,BE
wo nüt händ i de feerie nìt,BS
wie ne ä biz vomne dachschtok i d luft flügt vonere bombe,BE
und di si näär a d gränze choo und,BE
so wes iich gmacht ha mit em katolische,ZH
chume u när het mi gli aafo joggle daa,BE
und da het me ne gseit,BE
je ds einzige wo wo mir wo mir hei ghaa si,BE
de lingge vo der marggsischtische schtudäntegruppe här,BS
das ìsch für mììch aifach dèèr begriff,LU
unngfòòr nünzehundertsäggsedrissig isch das öppe gsìì nìt,BS
dä aatraag uf volschtändigi abrüschtig,ZH
d landi bini gsìì ja,BE
näär han i gseit schwiz,BE
aber dasch den priimaa ggange,BE
di si nächher imne i gloub in ggattoliggaa si die,BE
bäärn jaa ja,BE
ùnd wen si uurlaub ghaa het het si öppe verzelt,LU
am wuchenändi samschtig und,LU
de tharnaazug ghaa und me hät dänn au aso,ZH
überrascht nachene hed s mer nünt mee gmacht,LU
gfangnen oder so öppis,LU
beki vorhanden isch für,BS
augemein nid überau,BE
wi schaat s emaal mit öis hä,ZH
jaa esoo öppis,ZH
i de driissger jòòre ggsìì scho i de driissger jòòre,LU
konschtärniirt wo mir das erfaare gsäit was isch dänn loos me sind aso äs,ZH
aber das isch nöd iiträte aso,ZH
isch die matur äiedlich vor sich ggange,ZH
ich bi also zeersch drei vom zwäite septämber bis,ZH
bin ich i di sozialischtisch juged iiträte ha gfunde mol du muscht,ZH
aigelich zimlich schnäll assimiliert,BS
händ dä pakt als bündnis bezäichnet,ZH
aber ich erinnere miich das,ZH
das ìsch gloffen als schpeziaalunterofiziirsschuule,BS
wo under em druk vom nazionaalsozialismus,ZH
ich cha jez nur vo baasel reede äu jez nò,BS
zum khriigsènde häm mir e nachtässe ghaa,BS
u nächer si mer,BE
die henden de verèèrt ja de her dää praicht der chaa,LU
simmer döt über und händ das döt,BS
das mus ich im regimäntskomandant hööche aarächne,ZH
ùnd die sìnd vo de beschte schüelerinne gsi,LU
das isch e verschtandesmässigi,BS
isch s nüme vorhande,BS
jo i mues ezt aigetlig sage,BS
äine vo de beschte kunschtuurner daamals,ZH
mìr sìnd nie güüder gsii det mi vatter ìsch scho,LU
ausoo am aafang het me üüs gseit mer sig guet bewaffnet,BE
ja das chunt nid guet mit däm hitler,BE
säl joor im ainedrissig,BS
me hät ghöört aha das sind puure wo vom ämetaal da häre choo sind,ZH
ì weiss ou nìd irgendwie irgendwie es vertroue,BE
vo der siite uus isch scho seer e entschlosseni abweer,BE
jòò das ìsch im moos usse ggsìì bi,LU
de hei mer immer,BE
und die autobus daa,ZH
hèt me zur bewachig vom wasserwäärgg,BS
